id,Silent_KB_Ratio,N_Missense,N_LOF,N_Splice,Missense_KB_Ratio,LOF_KB_Ratio,Missense_Entropy,LOF_TO_Silent_Ratio,Splice_TO_Silent_Ratio,Missense_TO_Silent_Ratio,Missense_Damaging_TO_Missense_Benign_Ratio,LOF_TO_Benign_Ratio,Splice_TO_Benign_Ratio,Missense_TO_Benign_Ratio,Missense_Damaging_TO_Benign_Ratio,Polyphen2,LOF_TO_Total_Ratio,Missense_TO_Total_Ratio,Splice_TO_Total_Ratio,LOF_TO_Missense_Ratio,Silent_fraction,Nonsense_fraction,Missense_fraction,Recurrent_missense_fraction,Frameshift_indel_fraction,Inframe_indel_fraction,Lost_start_and_stop_fraction,Inactivating_mutations_fraction,NonSilent_TO_Silent_Ratio,log_gene_length,CDS_length,CNA_deletion,CNA_amplification,Exon_Cons,MGAentropy,S50_score_replication_timing,One_Minus_S50_score_replication_timing,VEST_score,Gene_expression_Z_score,Gene_expression_Minus_Z_score,Cell_proliferation_rate_CRISPR_KD,Minus_Cell_proliferation_rate_CRISPR_KD,Super_Enhancer_percentage,BioGRID_betweenness,BioGRID_clossness,BioGRID_log_degree,Promoter_hypermethylation_in_cancer,Promoter_hypomethylation_in_cancer,Gene_body_hypermethylation_in_cancer,Gene_body_hypomethylation_in_cancer,Canyon_genebody_hypermethylation,intolerant_pLI,intolerant_pRec,intolerant_pNull,Synonymous_Zscore,Missense_Zscore,pLOF_Zscore,dN_to_dS_ratio,GDI,RVIS_percentile,ncRVIS,ncGERP,Gene_age,FamilyMemberCount,Length_H3K4me3,Broad_H3K4me3_percentage,H3K4me3_height,H3K4me2_width,Broad_H3K4me2_percentage,H3K4me2_height,H3K4me1_width,Broad_H3K4me1_percentage,H3K4me1_height,H3K36me3_width,Broad_H3K36me3_percentage,H3K36me3_height,H3K27ac_width,Broad_H3K27ac_percentage,H3K27ac_height,H3K27me3_width,Broad_H3K27me3_percentage,H3K27me3_height,H3K9me3_width,Broad_H3K9me3_percentage,H3K9me3_height,H3K9ac_width,Broad_H3K9ac_percentage,H3K9ac_height,H3K9me2_width,Broad_H3K9me2_percentage,H3K9me2_height,H3K79me2_width,Broad_H3K79me2_percentage,H3K79me2_height,H4K20me1_width,Broad_H4K20me1_percentage,H4K20me1_height,class
1331,43.96728016,5.91,0,0,61.34969325,1.022494888,0.067612,0.03711790393,0.002183406114,1.473799127,4.845238095,0.03130755064,0.001841620626,1.243093923,0.7495395948,0.976,0.01473136915,0.5849220104,0.0008665511265,0.02518518519,0.413,0.01,0.577,0,0,0,0,0.01,1.42,13.422,9.934,0.695,0.305,0.6515969838,0.6980328367,0.83035714,0.16964286,0.1277777778,0.115,-0.115,-0.14,0.14,0,0,0,0,0.679,-0.679,0.549,-0.549,12.745,0.74039,0.25743,0.0021811,0.64637,1.0209,2.4339,0.05636,49.2632,50.01179523,-2.034675125,2.175190942,0,2,342.5714,0,19,0,0,0,281,0,4.65576,283.1538,0,5.01445,376.6667,0,3.09649,649.25,0,5.55674,625.0727,0,6.32181,130.5,0,3.54132,229.5,0,3.34082,0,0,0,241.6667,0,4.84816,0
1332,40.54054054,5.49,1.58,1,101.3513514,6.756756757,0.089377,0.1778846154,0.1009615385,2.524038462,2.567307692,0.1182108626,0.06709265176,1.677316294,0.8530351438,0.92,0.04659949622,0.661209068,0.02644836272,0.07047619048,0.265,0.029,0.662,0,0.015,0,0,0.074,2.78,20.519,8.794,0.859,0.141,0.6816752762,0.7195450691,0.1103,0.8897,0.2745555556,-0.125,0.125,0.08,-0.08,0.061,2.49E-06,0.3353075811,3.7,-0.3435,0.3435,-0.341,0.341,0,0.0057055,0.73911,0.25518,-1.2007,-1.062,0.81346,0.4327,49.36677,19.30879925,0.8845929739,-0.61264782,0,0,1488.9984,0.02805,401,2557.7222,0.093923,43.69844,3371.1223,0.219833,27.20017,863.5552,0.028769,10.36733,2699.8773,0.153153,64.51408,1462.9372,0.074854,11.51075,2548.5509,0.165597,32.60372,1839.6918,0.088525,32.25391,1012.4375,0.046154,5.93793,2100.25,0.059603,12.58327,575.589,0.012903,5.16818,2
1333,19.45854484,5.81,2.81,0,47.37732657,5.922165821,0.053235,0.2984496124,0.003875968992,2.46124031,2.431818182,0.2541254125,0.003300330033,2.095709571,0.3531353135,0.45,0.07905544148,0.6519507187,0.001026694045,0.1212598425,0.267,0.058,0.651,0,0.023,0,0,0.081,2.74,15.725,10.207,0.51,0.49,0.7263565643,0.7031478123,0.1437725,0.8562275,0.08322222222,0.106,-0.106,0.06,-0.06,0,3.05E-05,0.3390997137,5.672,0,0,0,0,0,6.04E-11,0.22583,0.77417,0.68955,0.92518,0.78727,0.1962,1949.66297,69.36777542,0.4372212255,0.061478539,1,1,1837,0,2.84778,0,0,0,255,0,3.27114,1845.75,0.001151,6.39934,183,0,3.08412,105,0,3.31378,125,0,1.77325,220,0,3.2301,0,0,0,0,0,0,1587.5,0.006452,3.12966,0
1334,31.74603175,4.39,0,0,83.33333333,0,0.084528,0.06481481481,0.009259259259,2.638888889,3.357142857,0.05691056911,0.008130081301,2.317073171,0.3821138211,0.8995,0.01732673267,0.7054455446,0.002475247525,0.02456140351,0.276,0,0.724,0,0,0,0,0,2.63,13.11,7.977,0.353,0.647,0.6532554399,0.5884258686,1,0,0.5717777778,0.167,-0.167,0.25,-0.25,0.354,2.19E-06,0.3360024142,2,-0.344,0.344,0,0,0,0.0082921,0.58119,0.41052,-0.73239,0.19465,0.20848,0.2143,11.63033,60.95777306,-0.1994070142,0.247170801,2,1,1228.2813,0.007013,17.25716,1988.8,0.027624,10.82109,2074.3107,0.035842,20.34657,1153.1875,0.002301,5.31821,1699.2813,0.009009,37.42532,1180.8657,0.010526,6.91681,177,0,5.06486,302.8,0,4.74908,428.8889,0,4.31042,126,0,4.46399,162.75,0,4.2741,0
1335,46.56084656,6.67,3.7,0,107.9365079,13.75661376,0.188933,0.2927350427,0.002136752137,2.33974359,1.573446328,0.1664641555,0.001215066829,1.330498177,0.6767922236,0.895,0.07992998833,0.6388564761,0.0005834305718,0.1251141553,0.275,0.075,0.638,0,0.006,0,0.006,0.088,2.64,10.05,9.884,0.697,0.303,0.6504077661,1.08244168,1,0,0.07177777778,0.025,-0.025,0.1,-0.1,0.02,0,0,0,-0.3185,0.3185,0,0,0,3.52E-07,0.10832,0.89168,0.68726,-0.89084,-0.52751,0.2757,136.21904,86.17008728,0.4791270459,-1.228043398,5,249,509.5,0,4.62398,136,0,4.0436,110,0,3.58478,132,0,3.01577,235,0,3.35647,347.6667,0,4.9735,0,0,0,0,0,0,216.5,0,3.85869,0,0,0,130,0,3.77689,0
1336,40.71246819,7.35,3,2,103.6895674,5.089058524,0.085132,0.130239521,0.06137724551,2.55239521,2.793956044,0.08422071636,0.03969022265,1.65053243,0.9845111326,0.873,0.03460620525,0.6782020684,0.01630867144,0.05102639296,0.267,0.017,0.679,0,0.017,0,0.004,0.054,2.75,13.173,10.618,0.422,0.578,0.6528990226,0.9631796717,0.90972072,0.09027928,0.01055555556,0.088,-0.088,0.01,-0.01,0.01,2.21E-06,0.3385223472,3.585,-0.3615,0.3615,-0.354,0.354,0,9.01E-07,0.92752,0.072477,0.18234,-0.40963,1.7552,0.06613,6944.13349,91.08870017,0.7217962037,0.554531215,1,37,527.1333,0.002805,6.08573,629,0,9.11065,1021.0671,0.013142,12.01364,747.75,0.001151,5.08825,586.5385,0.001287,8.84923,2723.1032,0.067836,7.63705,539,0.001284,5.10608,553.125,0.003279,5.98664,2679.5,0.015385,3.89115,134.5,0,3.52273,1846.6818,0.032258,5.21019,0
1337,50.86580087,8.21,3.7,0,106.7821068,4.68975469,0.130492,0.09527121001,0.0006954102921,2.110570236,2.375,0.09364319891,0.0006835269993,2.074504443,0.03896103896,0.9845,0.02962802768,0.6563581315,0.0002162629758,0.04514003295,0.308,0.033,0.642,0,0.003,0.015,0,0.035,2.2,16.933,11.437,0.691,0.309,0,1.186711716,0.10436,0.89564,0.1164444444,0.131,-0.131,0.03,-0.03,0,0,0.3318431092,5.781,0.685,-0.685,-0.3445,0.3445,0,2.79E-08,0.91458,0.085419,1.6944,0.32837,1.7915,0.03829,686.47702,17.39797122,0.2196856034,1.499128931,0,39,3304.3884,0.582048,397,4336.809,0.281768,44.2469,5227.1785,0.304659,36.10791,4470.8907,0.220944,18.05438,3667.2442,0.18018,82.88533,4697.0085,0.212865,37.42951,6134.1589,0.324775,49.34172,3001.1959,0.190164,39.08273,396.625,0,3.89115,6222.58,0.225166,16.62005,3860.0508,0.167742,8.61504,0
1338,35.83061889,7.44,3.7,0,94.46254072,7.057546145,0.101346,0.199127907,0.001453488372,2.638081395,2.585561497,0.1288805268,0.0009407337723,1.707431797,0.9096895579,0.845,0.05181543116,0.6864599092,0.000378214826,0.07548209366,0.261,0.04,0.688,0,0.012,0,0,0.051,2.83,14.261,10.847,0.319,0.681,0.597713629,1.076741073,0.76383087,0.23616913,0.03822222222,0.097,-0.097,0.25,-0.25,0.04,2.06E-05,0.3474163754,4.807,0,0,-0.4245,0.4245,0,0.00033812,0.98948,0.010186,0.90868,0.83929,2.2633,0.1393,106.05545,25.64284029,-0.6191261251,1.707142246,0,0,2715.8618,0.284712,438,3017.5942,0.176796,29.28394,2211.9127,0.117085,23.88354,993.1626,0.012658,10.56675,3321.6015,0.095238,48.59246,2883.1012,0.174269,44.01532,1380.8931,0.038511,9.80377,2419.4526,0.085246,36.23295,746.3333,0.015385,3.82027,4518.72,0.086093,24.48263,2256.037,0.03871,8.85759,0
1339,7.380073801,3.7,0,0,15.9901599,0,0,0.07954545455,0.01136363636,2.329545455,1.088235294,0.05691056911,0.008130081301,1.666666667,0.3008130081,0.144,0.02302631579,0.6743421053,0.003289473684,0.03414634146,0.316,0,0.684,0,0,0,0,0,2.17,12.691,9.667,0.191,0.809,0,0,1,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.017509,0.5005,0.48199,1.2092,0.82158,-0.4655,0.1443,698.79553,49.9849,-0.108605574,-0.017506499,0,0,1022.7538,0.002805,19,1462.8846,0.027624,13.24632,1773.576,0.039427,26.8595,2571.689,0.064442,7.4163,1216.3681,0.010296,16.18406,611.4348,0.00117,5.26112,1164.8182,0.002567,4.65455,758.1905,0.006557,8.24524,195.5,0,3.33527,142.5,0,2.98346,2529.9583,0.045161,7.42541,0
1340,16.33986928,3.46,0,0,17.97385621,1.633986928,0,0.1328125,0.0078125,1.4453125,0.7941176471,0.1042944785,0.006134969325,1.134969325,0.1656441718,0.225,0.05089820359,0.5538922156,0.002994011976,0.09189189189,0.455,0,0.5,0,0.045,0,0,0.045,1.2,11.329,9.257,0.626,0.374,0,0,1,0,0,0.046,-0.046,0,0,0.03,0,0.2624705328,0,0,0,0,0,0,0,0,0,0.94168,0.30551,0,0.7463,932.37329,64.11299835,-0.1086055735,-0.88544728,5,0,2459.52,0.009818,240,3037.75,0.016575,32.69728,1814.6349,0.009558,13.03669,1114.875,0.001151,4.86746,2088.0758,0.006435,117.75077,173.75,0,4.16434,786.4286,0,4.46782,2731.6364,0.009836,57.77105,0,0,0,0,0,0,320.25,0,4.35094,0
1341,61.66056166,8.06,4,0,162.3931624,9.768009768,0.150931,0.1608863198,0.0105973025,2.634874759,2.6484375,0.117357695,0.007730147576,1.921995784,0.7146872804,0.878,0.04212916246,0.6899596367,0.002774974773,0.06106032907,0.262,0.023,0.691,0,0.018,0.003,0,0.044,2.81,14.943,10.678,0.696,0.304,0,0,0.40601981,0.59398019,0.04833333333,0.133,-0.133,-0.18,0.18,0,0,0,0,0,0,0,0,0,5.13E-11,0.031417,0.96858,-0.31388,-0.093648,-0.35411,0.4728,531.82086,50.01179523,-0.2672655485,-0.017506499,11,6,160,0,2.66917,0,0,0,0,0,0,0,0,0,380.6667,0,4.78366,183,0,4.48578,1076.6897,0.003851,13.33864,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,17.84917448,6.95,4.32,1.58,55.33244087,8.924587238,0.071212,0.4836448598,0.07242990654,3.072429907,1.47972973,0.2371134021,0.03550973654,1.506300115,0.7525773196,0.61,0.1043346774,0.6628024194,0.015625,0.1574144487,0.214,0.075,0.663,0,0.032,0,0,0.123,3.68,18.834,11.13,0.419,0.581,0.7048551437,1.079490561,0.0944,0.9056,0.1197777778,0,0,-0.05,0.05,0,0,0.3303596155,0,-0.3515,0.3515,0,0,0,1.09E-10,0.99583,0.0041731,-0.48873,0.89768,2.6771,0.3589,277.11693,78.73908941,-0.8845842488,0.016848657,0,0,1140.0725,0.019635,741,1674.359,0.033149,20.40788,1550.4237,0.046595,9.92861,1062.7073,0.021864,7.4719,1187.5588,0.020592,26.50951,532.3333,0.00117,8.98398,1966.9793,0.074454,13.68545,1378.7419,0.02623,40.99924,554.4706,0,4.03904,6138.614,0.238411,21.07651,1338.4146,0.045161,5.36259,0
1343,10.8401084,2.81,0,0,18.9701897,2.7100271,0,0.25,0.1617647059,2.132352941,1.541666667,0.1827956989,0.1182795699,1.559139785,0.3978494624,0.483,0.06967213115,0.5942622951,0.04508196721,0.1172413793,0.308,0,0.538,0,0.077,0,0,0.154,2.25,13.122,8.527,0.68,0.32,0,0,1,0,0.1195,-0.053,0.053,0,0,0,0,0,0,0,0,0,0,0,0.00046544,0.26098,0.73856,-0.13273,-0.24346,-1.0681,2.102,291.25393,78.95140363,-0.6787463219,-0.293378227,2,0,1371.056,0.025245,739,2031.3103,0.055249,44.93573,1553.4941,0.029869,9.9719,640.2941,0.001151,4.52366,1629.8374,0.023166,95.94012,315.0556,0,6.24897,234.7778,0,5.23739,2006.9231,0.059016,97.44252,291,0,3.08609,174,0,3.76002,185.3333,0,3.72415,0
1344,21.70868347,6.6,4,0,67.92717087,11.20448179,0.071111,0.4940828402,0.002958579882,3.091715976,1.601694915,0.240981241,0.001443001443,1.507936508,0.8181818182,0.5675,0.1067774936,0.6681585678,0.0006393861893,0.1598086124,0.214,0.069,0.669,0,0.041,0,0.007,0.117,3.68,15.481,10.48,0.26,0.74,0.664358305,1.285288562,0.16534056,0.83465944,0.02477777778,0.279,-0.279,-0.19,0.19,0.04,0,0.3028396315,1.585,0,0,-0.374,0.374,0,7.19E-16,0.0083117,0.99169,-0.83096,-0.30038,-0.089242,0.2644,4070.99924,96.83887709,-0.1086055735,-0.004354847,0,0,1521.7325,0.01683,364,1639.4028,0,48.98764,1093.76,0.002389,20.86651,4430.2398,0.173763,10.16418,1378.0519,0.002574,46.40281,683.22,0.002339,5.8054,1768.1985,0.042362,11.60737,1254.7419,0,45.83259,0,0,0,2244.075,0.092715,15.22153,2226.92,0.058065,5.50568,0
1345,40.9051349,6.92,2.32,0,105.3089643,4.351610096,0.159479,0.1144578313,0.002008032129,2.580321285,3.833333333,0.09298531811,0.00163132137,2.096247961,0.7128874388,0.998,0.03091106291,0.6968546638,0.0005422993492,0.04435797665,0.272,0.023,0.699,0,0.006,0,0,0.029,2.68,12.82,10.166,0.638,0.362,0.704568344,0.9259973412,1,0,0.1314444444,0.066,-0.066,0.01,-0.01,0,0,0.3191538153,0,0,0,0,0,0,0.92957,0.070367,6.68E-05,0.17533,0.83056,3.0648,0.08251,354.48832,36.06982779,0.9362738695,-0.061645792,0,0,1055.5,0.002805,4.70458,257.8571,0,4.22743,1013.974,0.007168,10.55352,645.8261,0.002301,4.2422,756.1667,0.002574,5.72004,1855.0244,0.031579,7.94744,1469.2353,0.003851,4.46782,1287.8333,0.006557,9.4969,221,0,3.89115,115,0,4.0194,1165.5333,0.019355,4.67387,0
1346,40,6.57,2.58,0,97.43589744,6.153846154,0.131478,0.1602870813,0.002392344498,2.45215311,0.9573170732,0.114922813,0.001715265866,1.758147513,0.269296741,0.158,0.04396325459,0.6725721785,0.000656167979,0.06536585366,0.277,0.028,0.674,0,0.014,0,0.007,0.05,2.62,9.928,9.929,0.704,0.296,0,1.291679028,1,0,0.1754444444,0.052,-0.052,0.08,-0.08,0,0,0,0,-0.405,0.405,0,0,0,0.00017569,0.28018,0.71964,0.84155,-0.55725,-0.52706,0.2653,2216.32254,98.3368719,0.4397570566,-0.42195491,4,249,422,0,5.37963,0,0,0,104,0,3.09711,346.3333,0,5.20286,105,0,2.91665,196.25,0,6.22745,316.5385,0,6.36614,110,0,2.57164,170,0,2.73105,143,0,4.33417,0,0,0,0
1347,22.43589744,6.46,4.09,1,70.51282051,13.62179487,0.139814,0.5746753247,0.06818181818,3.100649351,4.631944444,0.3907284768,0.04635761589,2.10816777,1.472406181,0.993,0.1176861702,0.6349734043,0.01396276596,0.1853403141,0.201,0.058,0.633,0,0.065,0.029,0,0.137,3.96,14.496,10.285,0.647,0.353,0.659896597,0.7709807143,0.44735931,0.55264069,0.03977777778,0.455,-0.455,0,0,0,1.54E-05,0.3495322408,6.19,0,0,0,0,0,0.99735,0.0026528,1.02E-07,0.50187,1.5082,3.866,0.2026,625.32683,35.42108988,-0.1399401903,0.040366851,0,1,211.6667,0,3.6973,190,0,3.03964,250,0,3.11239,1110.7027,0.002301,5.76787,0,0,0,772.9375,0.003509,4.96293,714.5,0.001284,4.39947,130,0,2.92129,0,0,0,0,0,0,837.5,0,2.43717,0
1348,37.42384682,6.29,2.32,0,67.88511749,4.351610096,0.074919,0.1244541485,0.002183406114,1.866812227,2.355670103,0.08728943338,0.001531393568,1.309341501,0.6998468606,0.969,0.0411849711,0.6177745665,0.0007225433526,0.06666666667,0.339,0.016,0.614,0,0.024,0.008,0,0.039,1.95,12.122,10.166,0.604,0.396,0.6508543269,1.095583921,1,0,0.05888888889,0.172,-0.172,0,0,0,0,0,0,0.765,-0.765,0.579,-0.579,9.093,0.060952,0.92438,0.01467,-0.98384,-0.12278,2.1254,0.142,857.42367,50.01179523,-0.1086055735,-0.017506499,0,1,1352.9582,0.063114,165,1499.6667,0.022099,19.4932,2246.3783,0.088411,25.52667,561.12,0.002301,4.78055,705.2857,0.001287,8.0898,3039.2222,0.023392,11.76871,1805.3922,0.033376,14.67999,999.0357,0.013115,20.25078,203,0,2.56492,179.5,0,2.41984,2773.0476,0.070968,5.85226,0
1349,5.747126437,4.86,1,0,83.33333333,5.747126437,0.094455,0.5625,0.02083333333,7.604166667,0.9513888889,0.1398963731,0.00518134715,1.89119171,0.7098445596,0.087,0.05947136564,0.8039647577,0.002202643172,0.07397260274,0.059,0.059,0.853,0,0,0.029,0,0.059,16,9.257,8.443,0.283,0.717,0,0,1,0,0,0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.092294,0.58606,0.32165,0.88496,0.081274,0.016344,0.9393,34.56175,84.27105449,0.0618118909,0.03283964,5,0,153,0,2.94823,0,0,0,193,0,3.02375,156,0,3.72716,126,0,3.4228,182.75,0,3.77158,176.9,0,4.15512,130,0,3.17633,130,0,2.53934,0,0,0,190,0,3.44357,0
1350,16.06425703,3.58,0,0,24.09638554,0,0.058892,0.06481481481,0.009259259259,1.805555556,1.125,0.05263157895,0.007518796992,1.466165414,0.2030075188,0,0.02160493827,0.6018518519,0.003086419753,0.0358974359,0.381,0,0.571,0,0,0,0.048,0.048,1.63,10.52,8.96,0.499,0.501,0.5157725821,1.437802335,1,0,0.0655,0.188,-0.188,0,0,0,0,0,0,-0.382,0.382,0,0,0,0.015956,0.48187,0.50218,-2.5097,-2.0744,-0.61348,0.1443,2.44485,50.01179523,0.2819573641,-0.229671254,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,3.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,15.07537688,4.7,0,0,43.55108878,0,0.026595,0.0593220339,0.008474576271,2.838983051,0.734375,0.03825136612,0.005464480874,1.830601093,0.2568306011,0.007,0.0150862069,0.7219827586,0.002155172414,0.02089552239,0.257,0,0.743,0,0,0,0,0,2.89,12.117,9.222,0.558,0.442,0,0,1,0,0.1393333333,0,0,0,0,0.111,0,0.2699587812,0,0,0,0,0,0,6.88E-12,0.0050437,0.99496,1.5017,1.0402,-1.6647,0.1443,830.46529,49.9849,-0.108605574,-0.017506499,0,0,2556.5789,0.023843,56,3549.25,0.01105,19.65767,2283.5,0.008363,8.12648,1692.8919,0.021864,6.89306,1673.5714,0.003861,21.8744,942.7241,0.004678,4.79838,1110.1548,0.011553,11.57346,2821.6364,0.013115,22.66509,0,0,0,128.5,0,3.9394,703.1176,0.006452,4.3841,0
1352,11.70960187,6.46,2.32,0,68.69633099,3.903200625,0.036905,0.3202247191,0.06179775281,5.365168539,1.4375,0.1180124224,0.02277432712,1.977225673,0.9047619048,0.668,0.04734219269,0.7931893688,0.009136212625,0.05968586387,0.138,0.046,0.807,0,0,0,0,0.055,6.27,15.021,10.323,0.618,0.382,0.5328642714,1.600322611,0.27711278,0.72288722,0.1072222222,0,0,-0.01,0.01,0,1.26E-05,0.3338864454,3.459,0,0,0,0,0,0.056912,0.87341,0.069679,-1.0185,0.095399,1.5172,0.6117,60.61467,82.08303845,0.1006488008,-0.033283784,7,154,1751.7806,0.077139,480,2141.1392,0.093923,35.16048,1825.2262,0.063321,12.40274,3775.6372,0.180667,12.6198,1585.7928,0.046332,172.26561,395.913,0.00117,6.63056,5282.6418,0.269576,78.44518,1207.1508,0.006557,70.85863,258,0,3.93684,9166.3103,0.357616,21.20236,4919.0455,0.167742,8.49116,0
1353,19.3452381,7.22,3.7,1.58,55.43154762,4.836309524,0.164874,0.25,0.05656934307,2.855839416,1.004966887,0.1188204683,0.02688638335,1.357328708,0.526452732,0.338,0.0592048401,0.676318064,0.01339671564,0.0875399361,0.236,0.032,0.677,0,0.027,0,0.014,0.086,3.23,17.899,11.392,0.748,0.252,0.6230072558,1.603120439,0.1077,0.8923,0.01333333333,-0.097,0.097,-0.01,0.01,0,4.99E-08,0.3283139043,1.585,0,0,-0.3795,0.3795,0,3.80E-17,0.86946,0.13054,-0.043761,-0.58967,2.179,0.3905,5105.71609,98.69072895,-0.1568107566,-0.877011357,2,0,2017.462,0.043478,442,1550.6667,0.033149,21.6817,1799.6438,0.07049,16.17359,4800.3591,0.265823,15.65462,2424.506,0.065637,68.68305,484.5946,0.002339,7.74693,2883.2189,0.155327,17.04679,2318.14,0.059016,40.88527,685.1667,0.015385,4.5728,6375.8485,0.324503,15.37354,1927.6053,0.045161,6.09136,0
1354,17.36972705,6.88,3.81,2.58,48.8006617,5.789909016,0.072332,0.328125,0.1361607143,2.801339286,1.815104167,0.1764705882,0.07322929172,1.506602641,0.8367346939,0.951,0.0764033264,0.6522869023,0.0317047817,0.1171314741,0.232,0.055,0.652,0,0.022,0.006,0,0.11,3.31,15.325,11.24,0.681,0.319,0.6827623914,1.268259783,0.24846476,0.75153524,0.07077777778,0.49,-0.49,0,0,0,8.02E-07,0.3088545327,2.322,0,0,0,0,0,0.99769,0.0023072,5.99E-10,1.3311,1.2455,4.6608,0.3728,62.34343,89.14248644,-0.7775959316,0.679758974,0,0,2890.1111,0.02805,24.81456,1578.2857,0.01105,11.39367,1638.2025,0.020311,11.22385,330.8182,0,5.67705,1941.3582,0.027027,29.01398,1961.9865,0.019883,7.87456,582.2667,0.002567,4.91084,1719.6,0.009836,5.91989,177.6667,0,3.62276,0,0,0,599.6667,0.006452,3.11116,0
1355,43.16546763,5.61,2.81,0,117.5059952,16.78657074,0.079955,0.3701923077,0.05288461538,2.716346154,1.715277778,0.2181303116,0.03116147309,1.600566572,0.6997167139,0.767,0.08912037037,0.6539351852,0.01273148148,0.1362831858,0.24,0.093,0.653,0,0,0,0,0.107,3.17,11.261,8.704,0.316,0.684,0.5804131239,1.670771733,1,0,0.08533333333,0.062,-0.062,0.09,-0.09,0,0,0.2660665923,0,-0.332,0.332,-0.3615,0.3615,0,7.88E-05,0.32742,0.67251,-0.38006,-0.39082,-0.10457,20.95,21.01492,48.11866006,0.0069458716,-1.346280809,5,3,160,0,4.53505,282.75,0,3.38754,1321.6333,0.005974,5.57649,585.3333,0,3.48526,716.6,0,6.76162,1450.3538,0.019883,5.50925,1007.4286,0.002567,4.18594,159.4,0,3.31049,894,0,3.89115,0,0,0,150,0,3.36868,0
1356,29.16666667,6.19,1,0,50.69444444,1.388888889,0.091188,0.06026785714,0.002232142857,1.796875,2.25257732,0.04199066874,0.001555209953,1.251944012,0.6796267496,0.918,0.02086553323,0.6221020093,0.000772797527,0.03354037267,0.356,0.017,0.619,0,0,0.008,0,0.017,1.81,13.702,10.492,0.486,0.514,0.6716914537,0.9532895952,0.57213594,0.42786406,0.3016666667,0.029,-0.029,-0.13,0.13,0.01,1.44E-06,0.3227745352,3.459,0,0,-0.365,0.365,0,0.96981,0.030177,7.99E-06,-0.3652,3.1417,3.3799,0.01373,7.62155,50.01179523,-0.1086055735,-0.017506499,0,4,658.225,0,76,700,0,3.83685,568.3333,0,5.18818,229.5,0,4.49926,402.3333,0,5.90894,371.4,0,3.75349,185.5,0,3.30921,700.875,0,6.37364,0,0,0,0,0,0,160,0,3.66351,0
1357,60.37870668,8.45,3.81,0,124.6873884,5.001786352,0.126409,0.08556461001,0.0005820721769,2.075087311,2.375,0.0843373494,0.0005737234653,2.045324154,0.03270223752,0.9845,0.02700220426,0.6548493755,0.0001836884644,0.0412342216,0.319,0.04,0.631,0,0.006,0.004,0,0.046,2.15,17.085,11.451,0.648,0.352,0,1.338457508,0.09104,0.90896,0.05211111111,0.012,-0.012,-0.04,0.04,0,0,0,0,0.595,-0.595,-0.3335,0.3335,0,8.28E-15,0.065963,0.93404,-1.3559,-0.69148,0.69164,0.2039,336.38673,47.25760793,-0.9991991166,1.953736933,5,50,551.7358,0.009818,73,406.1667,0,11.69767,346.4483,0,5.42414,1090.5795,0.013809,6.74228,302.6087,0,7.87567,826.875,0.003509,6.16645,2578.2813,0.037227,16.75629,357.5625,0,10.25082,595.2,0,3.85053,1158.8,0,4.52558,213,0,3.1487,0
1358,17.54385965,4.91,0,0,32.89473684,1.096491228,0.041738,0.09042553191,0.0585106383,1.994680851,1.671875,0.06719367589,0.04347826087,1.482213439,0.4229249012,0.957,0.02724358974,0.6009615385,0.01762820513,0.04533333333,0.314,0.02,0.588,0,0,0.059,0,0.039,2.19,11.603,9.833,0.73,0.27,0.5529279029,1.248208159,1,0,0.2286666667,-0.009,0.009,0.19,-0.19,0.081,1.11E-05,0.3424862604,4.087,-0.3225,0.3225,-0.356,0.356,0,2.65E-20,2.03E-05,0.99998,-3.6145,-1.4439,-3.2131,0.1318,736.17658,50.01179523,-0.1086055735,-1.548696472,5,0,0,0,0,0,0,0,561.3333,0,8.45995,570.9333,0,5.34065,1634,0.001287,35.14573,588.65,0,10.50987,713.8,0.001284,4.34164,584,0,2.67242,0,0,0,0,0,0,804.1667,0,4.9737,0
1359,29.6956199,6.82,3.46,0,83.89012621,8.166295471,0.141274,0.273364486,0.002336448598,2.815420561,1.8671875,0.1439114391,0.0012300123,1.482164822,0.8819188192,0.843,0.06632653061,0.683106576,0.000566893424,0.09709543568,0.242,0.055,0.685,0,0.012,0,0.006,0.073,3.13,12.372,10.396,0.631,0.369,0.5285998043,1.590182559,1,0,0.02755555556,6.59,-6.59,0,0,0,2.37E-05,0.3406281868,5.17,-0.365,0.365,-0.365,0.365,0,0,0,0,1.2016,0.48031,0,0.3673,17.29518,51.91672564,-0.2284093677,-0.762639064,5,7,523.1538,0,5.37343,253,0,5.02562,419.6667,0,5.19273,0,0,0,286.3333,0,3.49461,993,0.00117,6.15896,863.6364,0.001284,3.85921,160,0,4.50434,0,0,0,0,0,0,0,0,0,0
